serial_no,race,education,income,gender,age,relationship
0925003,47,10,000000,1,73,01
0925003,47,13,000000,2,76,02
0925003,47,09,021600,1,35,04
0925003,47,02,,2,09,08
0925003,47,02,,1,06,08
0925003,47,10,014000,2,39,10
0925026,47,11,018000,1,22,01
0925026,47,05,000000,2,19,02
0925026,47,00,,1,01,03
0925026,47,00,,2,00,03
0925038,37,09,018000,2,35,01
0925038,37,07,000000,1,17,03
0925038,37,04,,1,13,03
0925040,37,04,023400,2,32,01
0925040,37,03,015000,2,27,06
0925040,37,03,009100,1,22,12
0925040,37,01,,2,04,13
0925040,37,00,,1,00,13
0925084,47,04,000000,2,80,22
0925130,47,09,000000,2,52,01
0925141,47,11,000000,2,77,01
0925169,37,10,020900,1,31,01
0925169,37,11,020900,2,30,02
0925169,37,02,,2,07,03
0925169,37,02,,2,05,03
0925380,47,06,000000,2,93,01
0925389,46,12,080000,1,38,01
0925389,37,12,035000,2,32,02
0925389,37,04,,1,14,03
0925389,37,03,,2,11,03
0925490,37,14,070000,1,39,01
0925490,47,16,065000,2,38,02
0925490,68,02,,2,08,03
0925490,68,02,,1,05,03
0925490,47,10,000000,2,20,21
0925527,47,13,017000,1,29,01
0925527,47,09,018000,2,23,19
0925556,47,09,000000,1,65,01
0925556,47,09,000000,2,66,02
0925608,47,08,000000,2,62,22
0925625,47,11,000000,2,77,01
0925625,47,13,000000,1,83,02
0925628,47,05,016700,1,50,01
0925628,47,09,013700,2,45,02
0925679,37,07,000000,2,21,01
0925679,37,00,,1,01,03
0925679,37,04,,2,14,06
0925679,37,02,,1,11,06
0925685,47,09,007200,1,74,01
0925685,47,06,006500,2,67,02
0925687,37,09,000000,1,67,01
0925698,47,12,030000,1,29,01
0925698,47,11,000000,2,33,02
0925698,47,02,,1,10,05
0925698,47,02,,1,08,05
0925706,47,04,000000,2,76,22
0925753,47,14,070000,1,31,01
0925753,47,11,018000,2,29,02
0925780,47,10,165000,1,49,01
0925801,47,14,000600,1,66,01
0925801,47,14,010000,2,71,02
0925804,47,10,040000,1,57,01
0925804,47,09,000000,2,54,02
0925804,47,08,026000,2,35,05
0925823,47,13,052000,2,23,01
0925858,37,03,000210,1,55,01
0925858,37,01,,2,09,03
0925858,37,08,004400,2,43,19
0925902,37,10,032000,1,32,01
0925902,37,12,027000,2,32,02
0925902,37,03,,1,11,03
0925902,37,02,,2,08,03
0925902,37,03,,2,10,05
0925902,37,02,,2,08,05
0925903,47,10,000000,1,46,01
0925925,47,11,000000,2,46,01
0925925,47,09,056000,1,42,19
0925953,47,11,024500,2,45,01
0925953,47,06,000000,1,16,03
0925953,47,03,,1,12,03
0925959,47,09,032700,1,46,01
0925959,47,12,004800,2,43,02
0925959,47,02,,2,08,03
0925959,47,08,000000,2,19,05
0925977,47,14,034000,1,40,01
0925977,47,09,000000,2,39,02
0925977,47,00,,1,01,03
0926005,47,10,032000,1,27,01
0926005,47,13,046200,2,26,02
0926005,47,00,,2,02,03
0926031,47,09,015200,2,26,01
0926031,47,02,,1,09,03
0926031,47,02,,1,08,03
0926031,47,02,,1,07,03
0926031,47,00,,1,02,03
0926103,47,14,071000,1,42,01
0926134,47,09,046000,1,47,01
0926134,47,13,046000,2,39,02
0926134,47,03,,2,11,03
0926134,47,02,,1,06,03
0926159,47,11,049000,1,41,01
0926181,47,04,000000,2,78,01
0926188,37,13,060000,2,35,01
0926188,37,13,060000,2,46,18
0926204,47,12,060000,1,42,01
0926204,47,10,000000,2,41,02
0926204,47,04,,2,14,03
0926204,47,03,,1,12,03
0926204,47,01,,2,04,03
0926340,37,09,018000,2,49,01
0926388,37,03,004000,1,85,01
0926388,37,07,011900,2,75,02
0926392,47,09,006000,2,24,01
0926392,47,01,,1,04,03
0926392,47,00,,1,01,03
0926392,47,04,000000,1,26,19
0926401,37,07,021600,1,50,01
0926401,37,06,017900,2,44,02
0926401,37,13,013600,2,23,03
0926401,37,01,,2,03,03
0926401,37,00,,1,00,08
0926415,47,14,067000,1,31,01
0926415,47,14,034000,2,28,02
0926418,37,09,023500,1,25,01
0926418,37,11,015300,2,28,02
0926477,47,13,055000,1,33,01
0926477,47,13,014400,2,33,02
0926477,47,00,,1,01,03
0926502,28,09,020000,1,59,01
0926502,28,06,015000,2,49,02
0926502,28,12,035000,1,34,03
0926502,28,11,020000,2,29,03
0926502,28,11,018000,1,26,03
0926502,71,02,,1,06,08
0926502,28,00,,2,01,08
0926502,28,14,003000,2,31,10
0926579,01,09,025000,1,50,01
0926579,01,05,000000,2,47,02
0926579,48,05,008000,1,16,05
0926579,01,12,011000,2,48,06
0926579,01,01,018000,2,40,21
0926579,01,04,000000,2,15,21
0926597,47,13,029300,1,34,01
0926597,47,13,033000,2,33,02
0926597,47,02,,1,06,03
0926597,47,00,,2,01,03
0926610,47,15,118000,1,40,01
0926610,47,13,000000,2,40,02
0926610,47,03,,1,11,03
0926610,47,02,,2,09,03
0926610,47,02,,2,04,04
0926731,47,09,025000,1,42,01
0926731,47,09,065000,2,38,02
0926731,47,09,004500,1,19,05
0926763,47,03,000000,1,83,23
0926829,37,10,000000,1,67,01
0926829,37,12,000000,2,66,02
0926925,37,02,013800,1,73,01
0926925,37,04,000000,2,75,02
0926965,47,11,026000,2,31,01
0926965,47,02,,1,05,03
0926965,47,02,,2,04,03
0927010,32,04,000000,2,87,01
0927065,47,10,000000,1,67,01
0927066,47,13,063000,1,37,01
0927066,47,13,000000,2,35,02
0927066,47,02,,1,09,03
0927066,47,02,,1,04,03
0927088,47,04,000000,1,78,01
0927088,47,04,000000,2,85,06
0927088,47,04,000000,2,73,06
0927117,37,04,013800,2,30,01
0927117,37,04,,2,14,03
0927117,37,00,,2,02,03
0927126,37,13,022900,1,47,01
0927126,37,11,020000,2,48,02
0927126,37,04,,1,13,03
0927144,47,09,053000,1,30,01
0927144,47,13,042000,2,30,02
0927147,47,11,001900,2,23,01
0927152,47,04,053000,1,66,01
0927152,47,08,000000,2,63,02
0927155,47,15,000000,1,81,01
0927155,47,11,000000,2,74,02
0927155,47,11,010000,1,49,03
0927163,37,14,038000,2,32,01
0927207,47,09,045000,1,26,01
0927207,47,09,020000,2,25,02
0927207,47,01,,1,05,03
0927217,47,11,014900,2,56,01
0927263,47,06,000000,1,75,01
0927272,47,13,000000,2,89,01
0927297,47,12,000000,1,81,01
0927297,47,11,000000,2,76,02
0927368,47,13,039000,1,27,01
0927378,47,07,007000,1,66,01
0927378,47,14,000000,2,67,02
0927565,47,15,015000,2,70,01
0927579,47,13,100000,1,33,01
0927612,10,12,025000,1,45,01
0927616,37,09,025000,1,23,01
0927616,04,09,028000,2,26,02
0927616,71,01,,2,03,03
0927617,47,14,042000,2,32,01
0927617,47,02,,1,07,03
0927617,47,02,,1,05,03
0927646,47,11,052000,1,34,01
0927646,47,09,000000,2,29,02
0927646,47,01,,2,05,03
0927717,47,13,000000,1,64,01
0927717,47,11,000000,2,64,02
0927756,37,13,013300,1,34,01
0927756,37,13,010900,2,30,02
0927756,37,04,,1,12,03
0927756,37,02,,2,03,03
0927782,47,09,000000,2,75,01
0927797,37,09,000000,2,60,01
0927851,47,09,000000,1,76,01
0927869,28,14,070000,1,53,01
0927869,28,13,032000,2,49,02
0927869,28,13,009000,2,23,03
0927875,47,07,000000,1,50,01
0927875,47,09,019500,2,49,02
0927928,11,10,000000,1,37,01
0927928,11,10,026000,2,34,02
0927928,11,03,,1,12,03
0927928,11,02,,1,06,03
0927948,47,04,000000,1,55,01
0927948,47,09,000000,2,53,02
0927953,47,09,000000,1,56,01
0927953,47,10,018400,2,55,02
0927953,47,09,014000,1,36,03
0927953,47,04,000000,1,15,08
0927953,47,04,000000,1,15,08
0927974,37,02,000000,1,81,01
0927974,37,07,007800,2,62,02
0927974,37,05,000000,2,93,06
0927974,37,04,000000,2,84,06
0928036,47,03,000000,2,77,01
0928049,37,09,007000,1,28,01
0928049,37,09,015600,1,40,19
0928132,47,09,031800,1,53,01
0928132,47,09,000000,2,48,02
0928132,47,11,008100,2,21,03
0928132,47,03,,1,12,03
0928184,47,11,075000,1,50,01
0928243,01,11,039000,2,41,01
0928243,01,13,030000,1,50,02
0928267,47,02,000000,1,77,01
0928271,47,11,027000,1,33,01
0928271,47,13,027000,2,31,02
0928271,47,00,,1,01,03
0928271,47,00,,2,00,03
0928273,47,06,003000,2,55,01
0928308,47,13,038000,1,44,01
0928308,47,13,036000,2,45,02
0928308,47,06,000000,2,17,03
0928308,47,05,000000,2,15,03
0928308,47,02,,2,07,03
0928342,47,09,000000,1,63,01
0928342,47,09,007300,2,59,02
0928342,47,08,000000,2,35,03
0928376,47,15,100000,1,39,01
0928376,47,13,007000,2,44,02
0928376,47,04,,2,14,03
0928376,47,03,,2,11,03
0928381,47,15,014000,1,43,01
0928381,47,13,020000,2,51,02
0928381,47,11,014000,2,20,05
0928391,47,09,000000,2,69,01
0928445,37,13,029000,2,26,01
0928456,01,10,027000,1,19,01
0928456,01,09,020300,2,24,02
0928478,37,09,000000,2,76,01
0928478,37,14,024000,2,40,03
0928478,37,12,000000,1,31,08
0928490,47,11,030600,1,47,01
0928490,47,11,030700,2,45,02
0928490,47,05,,2,14,03
0928490,47,03,,1,12,03
0928547,47,09,030000,1,47,01
0928571,47,11,065000,2,37,01
0928571,47,03,,1,12,03
0928571,47,02,,2,07,03
0928641,66,11,000900,1,24,22
0928648,47,09,022000,1,24,01
0928648,47,09,000000,2,20,02
0928648,47,00,,1,01,03
0928648,47,00,,1,00,03
0928648,47,01,,1,04,05
0928653,37,14,058000,1,54,01
0928653,37,11,035100,2,53,02
0928682,47,02,000000,2,80,22
0928691,47,14,068000,1,49,01
0928691,47,14,033300,2,47,02
0928691,47,04,,1,14,03
0928698,37,14,050000,2,36,01
0928698,37,09,015000,2,61,07
0928698,37,04,,2,12,13
0928724,47,13,000000,2,87,22
0928746,47,15,319000,1,61,01
0928746,47,09,000000,2,51,02
0928776,47,13,000000,1,65,01
0928776,47,09,000000,2,63,02
0928821,47,11,050000,2,55,01
0928828,47,13,035000,1,28,01
0928828,47,10,038500,2,35,19
0928849,47,12,026500,1,25,01
0928849,47,09,025400,2,27,02
0928849,47,00,,1,02,03
0928849,47,00,,2,00,03
0928853,37,09,015000,2,24,01
0928853,37,09,015000,1,25,02
0928853,37,02,,2,08,03
0928853,37,09,012500,2,21,06
0928853,37,07,015000,2,18,06
0928853,37,01,,1,03,13
0928860,47,09,000000,1,33,01
0928860,47,09,012000,2,31,02
0928860,47,02,,1,10,03
0928880,47,05,000000,1,67,01
0928880,47,01,000000,1,71,06
0928913,47,12,048000,1,43,01
0928914,47,13,048000,1,65,01
0928914,47,13,000000,2,66,02
0928956,47,08,015000,2,36,01
0928956,47,03,,1,11,03
0928970,47,09,000000,2,21,01
0928970,47,09,015000,1,22,21
0928986,37,07,026000,2,32,01
0928986,37,04,,2,14,03
0928986,37,02,,1,11,03
0928986,37,02,,2,07,03
0928986,37,00,,1,02,03
0928987,47,04,000000,2,56,01
0929036,47,14,083000,1,41,01
0929036,47,13,000000,2,36,02
0929036,47,01,,2,03,03
0929047,47,11,005000,1,19,23
0929061,47,09,089000,1,46,01
0929064,47,11,008000,1,20,23
0929133,32,13,075000,1,39,01
0929133,47,13,000000,2,38,02
0929133,32,04,,1,13,03
0929133,32,02,,2,08,03
0929222,47,11,009600,2,21,01
0929222,47,00,,2,02,03
0929222,47,11,034000,1,23,19
0929260,47,12,030000,2,26,01
0929260,47,11,047500,1,30,02
0929294,47,03,000000,1,79,01
0929294,47,04,000000,2,82,02
0929297,47,09,004800,2,65,01
0929307,47,04,008400,2,27,01
0929307,37,00,,2,00,03
0929308,37,09,000000,1,23,22
0929309,37,01,000000,2,47,01
0929309,37,04,024200,1,55,02
0929309,37,09,000000,1,41,06
0929377,01,13,048000,1,45,01
0929377,01,13,021800,2,43,02
0929377,01,11,022000,2,22,03
0929377,01,06,000000,2,18,03
0929377,01,04,000000,2,15,03
0929402,47,09,022000,1,64,01
0929402,47,13,000000,1,84,19
0929421,47,09,045000,1,40,01
0929421,47,10,000000,2,36,02
0929421,47,01,,1,08,03
0929421,47,01,,2,06,03
0929429,47,11,018000,1,38,01
0929429,47,06,003000,2,35,02
0929429,47,07,000250,1,17,05
0929429,47,04,000000,1,15,05
0929441,47,09,038500,1,23,01
0929441,47,09,000000,2,25,02
0929441,47,01,,2,03,03
0929441,47,00,,1,00,03
0929453,47,14,000000,1,63,01
0929542,47,13,063000,1,49,01
0929542,47,14,033500,2,42,02
0929542,47,04,,2,14,03
0929542,47,02,,1,11,03
0929542,47,07,000000,1,18,05
0929564,37,06,010000,2,67,01
0929564,37,08,000000,2,35,03
0929651,47,14,052000,1,31,01
0929651,48,16,057000,2,31,02
0929714,47,10,004000,2,18,23
0929899,01,12,050000,1,26,01
0929899,01,05,012000,2,23,02
0929902,47,09,000000,1,70,01
0929902,47,08,000000,2,66,02
0929910,37,09,015000,1,49,01
0929921,37,07,000000,1,51,22
0929950,47,03,030000,1,57,01
0929950,47,03,000000,2,49,02
0929950,47,05,000000,2,16,03
0929991,11,13,060000,1,54,01
0929991,11,12,000000,2,50,02
0929991,11,13,042000,2,24,03
0929991,11,05,000000,2,16,03
0930046,37,12,029000,1,46,01
0930046,37,13,057000,2,44,02
0930046,37,03,,1,12,03
0930046,37,02,,1,05,03
0930114,37,06,000000,1,70,01
0930119,47,13,050000,1,53,01
0930160,37,06,035000,1,48,01
0930160,37,09,000700,2,45,02
0930160,37,02,,1,10,03
0930160,37,02,,1,08,03
0930240,47,13,020000,2,23,01
0930245,47,11,004100,1,21,23
0930334,47,08,026000,1,45,01
0930334,47,08,006700,2,49,02
0930334,47,03,,1,12,03
0930357,37,11,027000,1,40,01
0930357,37,09,000000,2,40,02
0930357,37,02,,2,07,03
0930357,37,09,001300,1,24,05
0930357,37,04,,1,13,05
0930357,37,09,000000,2,58,09
0930382,47,08,007600,2,40,01
0930392,47,10,001500,2,73,01
0930401,47,11,000000,1,88,01
0930401,47,09,000000,2,78,02
0930411,47,11,005100,1,70,01
0930499,47,12,045000,1,51,01
0930499,47,12,034000,2,47,02
0930499,47,10,009800,2,18,03
0930526,47,11,029000,2,39,01
0930596,47,09,000000,2,79,01
0930634,47,13,044300,1,56,01
0930634,47,13,044300,2,45,19
0930695,47,11,009100,2,55,01
0930788,47,09,000000,2,93,01
0930788,47,09,045000,1,60,03
0930789,47,13,042000,1,28,01
0930789,47,13,049100,2,28,02
0930789,47,00,,2,00,03
0930818,47,03,018000,1,24,01
0930818,47,04,000000,2,22,02
0930818,05,00,,2,01,03
0930818,47,01,,1,03,04
0930920,47,13,035000,1,37,01
0930920,47,13,027000,2,39,02
0930920,47,02,,1,10,03
0930920,47,02,,1,05,03
0930974,47,06,000000,2,86,01
0930974,47,07,007200,2,65,03
0931004,47,15,000000,1,53,01
0931004,47,13,000000,2,45,02
0931029,47,11,080000,1,24,01
0931029,48,02,,1,03,03
0931029,01,10,020900,2,23,19
0931040,47,08,032000,1,35,01
0931168,47,13,050000,1,38,01
0931187,47,14,006000,2,43,01
0931187,47,13,319000,1,43,02
0931187,47,02,,2,08,03
0931187,47,02,,2,06,03
0931187,47,02,,2,04,03
0931192,47,09,011400,1,34,01
0931228,47,11,092000,1,41,01
0931272,47,08,010000,1,22,01
0931272,47,10,011500,1,26,06
0931272,47,08,008600,2,19,18
0931315,47,07,034000,1,63,01
0931315,47,09,024000,2,59,02
0931315,47,09,027500,1,31,03
0931329,47,10,000000,2,60,01
0931358,28,13,114000,1,51,01
0931358,28,13,028600,2,49,02
0931358,28,13,000000,2,21,03
0931358,28,08,000000,2,17,03
0931358,28,03,,1,12,03
0931358,28,04,000000,2,79,09
0931364,47,13,008000,2,33,01
0931364,37,13,040000,1,31,02
0931364,68,02,,1,09,03
0931364,68,02,,2,07,03
0931368,47,12,032800,2,36,01
0931371,47,12,054000,1,58,01
0931371,47,11,028000,2,57,02
0931465,47,12,040000,1,32,01
0931465,47,12,027300,2,35,02
0931465,47,03,,1,11,03
0931465,47,02,,1,10,03
0931502,66,11,052000,1,47,01
0931502,47,11,000000,2,50,02
0931514,47,09,021600,1,42,01
0931514,47,12,012600,2,42,19
0931514,47,03,,1,11,21
0931564,47,11,000000,1,40,01
0931564,47,09,009600,2,40,02
0931564,47,05,000000,2,16,03
0931564,47,03,,2,12,04
0931564,47,02,,1,10,04
0931596,01,03,019000,1,34,01
0931596,01,03,013000,2,32,02
0931596,01,04,000000,1,15,03
0931596,01,03,,1,14,03
0931596,01,03,,1,12,03
0931596,01,03,018000,1,35,16
0931596,47,03,008000,2,34,16
0931599,47,15,000000,1,81,01
0931599,47,09,000000,2,76,02
0931663,47,10,000000,2,72,01
0931663,47,07,012000,1,19,08
0931678,47,09,000000,1,58,01
0931678,47,09,029000,2,54,02
0931736,47,06,017000,1,30,01
0931736,47,09,004000,2,24,02
0931736,47,01,,1,03,03
0931736,47,02,,2,07,05
0931736,47,02,,1,05,05
0931760,47,10,020900,1,22,01
0931777,47,10,000000,1,18,23
0931781,47,12,000000,1,31,01
0931781,47,13,059000,2,37,02
0931781,47,01,,1,04,03
0931781,47,01,,2,03,03
0931781,47,00,,1,00,03
0931848,47,06,000000,2,68,01
0931848,47,11,032000,2,55,03
0931893,47,12,025000,2,38,01
0931905,47,16,038300,1,50,01
0931905,47,16,068000,2,49,02
0931953,47,12,042000,1,37,01
0931953,47,13,007700,2,35,02
0931953,47,02,,1,10,03
0931953,47,02,,2,09,03
0931990,47,11,024000,1,63,01
0931990,47,09,021000,2,54,02
0932007,47,11,000000,1,55,01
0932007,47,09,028200,2,45,02
0932007,47,04,,2,14,03
0932037,47,11,000000,2,88,01
0932058,47,09,040000,1,30,01
0932058,47,15,020000,2,36,02
0932097,47,14,038000,2,44,01
0932120,47,11,033000,2,48,01
0932120,68,01,,1,05,03
0932192,37,11,016000,2,34,01
0932192,37,09,026000,1,35,02
0932192,37,03,,2,13,03
0932205,47,08,000000,1,41,01
0932205,47,14,000000,2,40,18
0932227,47,04,000000,1,70,01
0932227,47,06,000000,2,68,02
0932234,47,06,004300,1,20,01
0932234,47,09,000000,2,20,02
0932240,47,09,034500,1,56,01
0932240,47,09,011500,2,58,02
0932240,47,09,020500,1,26,03
0932243,47,09,000000,1,80,01
0932243,47,09,000000,2,80,02
0932276,47,06,024000,1,48,01
0932276,47,03,000000,1,61,15
0932276,47,09,000000,2,51,17
0932328,47,13,030000,1,54,01
0932328,47,13,043000,2,40,02
0932328,47,07,001600,2,17,03
0932376,47,09,000000,1,65,01
0932404,47,08,000000,1,40,01
0932404,47,09,009100,2,45,02
0932404,47,07,005000,2,17,03
0932404,47,05,000000,1,15,03
0932404,47,03,,2,12,03
0932524,37,09,041700,1,48,01
0932524,47,09,056000,2,48,02
0932581,47,06,000000,1,36,01
0932609,37,02,020000,1,78,01
0932609,37,11,000000,2,78,02
0932749,47,13,056000,2,59,01
0932762,37,09,040500,1,50,01
0932762,37,09,032000,2,44,02
0932762,37,02,,1,08,03
0932773,47,09,035900,1,45,01
0932773,47,09,030000,2,45,02
0932778,37,11,006000,1,20,23
0932862,47,14,026000,2,53,01
0932862,47,03,000000,2,19,03
0932862,47,04,000500,2,16,03
0932892,47,06,020000,1,55,01
0932892,47,04,000000,2,54,02
0932923,47,13,000000,1,68,01
0932923,47,09,000000,2,65,02
0932950,47,13,041000,1,25,01
0932950,47,09,012000,2,27,02
0932997,47,13,000000,1,76,01
0932997,47,11,000000,2,77,02
0933011,47,15,016000,1,48,01
0933011,47,15,063000,2,48,02
0933011,47,04,,1,14,03
0933011,47,02,,2,10,03
0933047,47,11,007200,1,22,01
0933047,47,13,040000,1,54,07
0933047,47,10,022000,2,53,07
0933053,47,12,035000,1,41,01
0933053,47,03,,1,10,03
0933123,37,09,020000,1,28,01
0933123,37,09,013400,2,24,02
0933127,47,13,030500,1,48,01
0933127,47,11,010900,2,42,02
0933127,47,11,006500,2,18,03
0933127,47,04,,1,14,03
0933203,47,11,043000,1,36,01
0933203,47,10,013500,2,35,02
0933203,47,05,000300,1,16,03
0933203,47,04,,1,14,03
0933234,37,11,022000,1,34,01
0933234,37,11,021000,2,35,02
0933234,37,01,,1,12,03
0933234,37,00,,1,00,04
0933283,47,13,000000,1,60,01
0933308,47,06,006800,1,46,01
0933354,47,13,319000,1,36,01
0933354,47,14,000000,2,34,02
0933354,47,00,,2,02,03
0933411,47,09,048000,1,35,01
0933411,47,12,012000,2,34,02
0933411,47,04,,1,12,03
0933411,47,02,,2,09,03
0933411,47,02,,2,04,03
0933411,47,00,,2,00,03
0933419,47,06,017600,1,43,01
0933419,47,04,021000,2,38,02
0933419,47,12,010700,2,23,03
0933419,47,02,,1,07,03
0933428,47,09,000000,1,64,01
0933428,47,09,008000,2,63,02
0933431,47,15,041000,2,36,01
0933431,12,14,045000,2,32,17
0933431,47,13,049000,2,27,17
0933483,37,09,000000,1,67,01
0933483,37,11,000000,2,66,02
0933526,47,13,106000,1,43,01
0933526,28,13,006000,2,38,02
0933526,47,02,,2,08,03
0933526,47,02,,2,06,03
0933526,28,04,,1,14,04
0933541,47,07,036400,1,54,01
0933541,47,06,028000,2,45,02
0933541,47,09,022000,2,22,03
0933572,15,13,090000,1,54,01
0933572,15,15,000000,2,52,02
0933572,15,05,000000,2,15,03
0933578,47,09,012000,1,32,01
0933590,47,11,026000,1,30,01
0933590,47,11,011000,2,24,02
0933590,47,00,,1,02,03
0933629,47,09,000000,2,47,01
0933629,47,01,,1,08,03
0933629,47,09,035000,1,47,12
0933629,47,09,025000,2,37,19
0933632,47,14,062000,1,56,01
0933632,47,06,025000,2,54,02
0933701,47,09,029000,1,35,01
0933701,47,10,028000,2,30,02
0933701,47,02,,1,09,03
0933734,37,07,012000,1,43,01
0933734,37,09,005400,2,33,19
0933737,47,11,055000,2,58,01
0933805,47,09,000000,1,65,01
0933805,47,09,000000,2,68,02
0933809,47,05,000000,1,74,01
0933809,47,05,000000,2,74,02
0933893,47,09,016800,2,48,01
0933893,47,09,000800,1,18,03
0933973,37,09,024000,1,30,01
0933973,37,14,036000,2,27,02
0933973,37,11,015000,2,28,06
0933992,47,04,000000,1,73,01
0934077,37,14,000000,1,69,01
0934077,37,13,000000,2,65,02
0934097,47,13,075000,1,47,01
0934097,47,09,000000,2,41,02
0934097,47,09,002500,1,18,03
0934097,47,04,,2,14,03
0934149,47,07,032000,1,52,01
0934149,47,08,030000,2,50,02
0934149,47,04,000000,1,15,03
0934153,47,13,000000,1,33,01
0934153,47,11,000000,2,29,02
0934153,47,01,,1,07,03
0934153,47,00,,1,02,13
0934206,47,13,012000,1,57,01
0934206,47,09,000000,2,55,02
0934228,47,13,024000,2,56,01
0934228,47,12,000000,1,55,02
0934228,47,09,030000,1,30,03
0934228,47,02,,2,07,08
0934228,47,02,,1,06,08
0934235,47,06,018000,1,32,01
0934235,47,09,027000,2,29,02
0934235,47,02,,2,08,03
0934235,47,02,,1,06,03
0934235,47,04,,1,14,21
0934326,47,09,027500,2,48,01
0934326,47,09,041400,1,47,02
0934326,47,09,003400,1,26,03
0934351,47,12,029200,1,34,01
0934351,47,10,021800,2,32,02
0934367,47,15,056000,1,35,01
0934367,47,14,000000,2,37,02
0934367,47,02,,1,06,03
0934367,47,02,,2,04,03
0934367,47,00,,2,01,03
0934451,47,14,000000,1,83,01
0934451,47,14,000000,2,76,02
0934457,47,13,017000,1,26,01
0934457,47,11,016700,2,25,02
0934457,47,01,,1,04,05
0934535,47,07,044400,1,60,01
0934535,47,12,045000,2,42,02
0934554,47,14,010800,1,73,01
0934554,47,14,000000,2,65,02
0934583,47,14,070000,1,51,01
0934583,47,13,000000,2,51,02
0934606,47,12,039000,2,36,01
0934606,47,13,068000,1,44,02
0934690,37,06,022900,1,27,01
0934690,37,09,007700,2,28,02
0934690,37,00,,1,02,03
0934690,37,01,,1,05,05
0934718,47,09,050000,1,52,01
0934718,47,09,014000,2,50,02
0934718,47,02,,1,07,08
0934718,47,02,,2,06,08
0934738,47,11,006000,2,21,01
0934738,47,12,000700,2,21,18
0934738,47,11,000000,2,21,18
0934738,47,11,002000,2,21,18
0934760,47,15,085000,1,30,01
0934760,47,13,025000,2,29,02
0934797,47,07,000000,1,82,01
0934797,47,06,000000,2,78,02
0934797,47,08,000000,1,46,03
0934870,47,10,066000,1,41,01
0934870,32,09,006300,2,41,02
0934870,66,12,006300,2,23,03
0934870,66,04,000000,2,15,03
0934888,37,11,000000,1,44,22
0934956,37,11,050000,2,47,01
0934956,37,08,023000,1,35,02
0934956,37,09,000000,2,84,07
0934956,37,03,,1,13,08
0934956,37,02,,2,09,08
0934963,47,12,043900,1,43,01
0934970,47,16,093000,1,57,01
0934970,47,14,084000,2,54,02
0934996,47,14,000000,1,62,01
0934996,47,09,000000,2,61,02
0934996,47,12,000000,1,38,03
0935084,47,06,030800,1,47,01
0935084,47,05,006800,2,34,02
0935084,47,02,,1,12,05
0935183,37,04,000000,1,43,23
0935241,47,13,075000,1,35,01
0935241,47,14,050000,2,30,02
0935267,37,13,030000,2,25,01
0935301,47,08,019000,1,31,01
0935301,47,05,021000,2,44,02
0935331,47,03,000000,2,88,01
0935368,37,13,000000,2,78,01
0935368,37,14,038000,2,45,03
0935371,37,14,030700,2,56,01
0935380,47,13,000000,1,66,01
0935380,47,09,000000,2,66,02
0935418,47,09,030000,1,44,01
0935418,47,05,000000,2,59,02
0935443,37,07,000000,1,49,01
0935443,37,09,035000,2,45,02
0935516,47,10,090000,1,48,01
0935516,47,09,025000,2,47,02
0935516,47,07,000000,1,16,03
0935523,47,13,000000,1,60,01
0935523,47,12,000000,2,61,02
0935550,57,13,033000,1,26,01
0935550,05,12,000000,2,29,02
0935550,71,00,,2,00,03
0935550,71,02,,2,09,05
0935711,37,05,000000,2,40,01
0935711,37,11,000000,1,19,03
0935719,15,13,020000,1,37,01
0935719,15,13,018000,2,36,02
0935719,15,02,,2,09,03
0935719,15,02,,2,08,03
0935734,37,13,000000,2,75,01
0935734,37,03,000000,1,68,06
0935734,37,11,000000,1,26,13
0935770,47,04,010600,2,59,01
0935770,47,07,000000,2,19,03
0935817,37,13,092000,2,40,01
0935817,37,13,028800,1,36,18
0935829,47,11,026000,2,25,01
0935829,47,11,030500,1,30,11
0935841,47,09,043000,1,40,01
0935841,47,11,015500,2,37,02
0935841,47,04,000000,2,15,03
0935841,47,03,,1,12,03
0935899,47,09,028000,1,48,01
0935899,47,13,003100,2,46,02
0935899,47,02,,2,10,03
0935899,47,01,,2,08,03
0935899,47,02,,2,07,03
0935899,47,00,,2,00,04
0935953,47,11,000000,1,66,01
0935953,11,10,000000,2,57,02
0936021,37,09,020600,2,47,01
0936021,37,01,,1,04,08
0936021,37,09,015000,1,47,18
0936032,47,09,000000,2,80,01
0936075,37,05,017500,1,27,22
0936086,47,11,036200,1,35,01
0936125,47,11,024000,1,40,01
0936125,47,13,025000,2,29,02
0936125,47,02,,1,09,03
0936141,47,09,039500,1,56,01
0936141,47,11,027000,2,46,02
0936141,47,07,005000,1,18,03
0936157,47,09,000000,1,35,01
0936157,47,09,010000,2,28,02
0936157,47,02,,1,07,03
0936157,47,03,,2,11,05
0936194,47,09,009000,1,21,01
0936194,47,10,004000,2,21,02
0936248,47,09,000000,1,74,01
0936248,47,07,000000,2,74,02
0936304,37,01,000000,2,76,01
0936304,37,11,016000,2,41,04
0936304,37,03,,2,13,08
0936345,47,13,110000,1,33,01
0936345,47,13,001400,2,34,02
0936345,47,01,,2,03,03
0936356,47,13,010300,1,25,23
0936360,47,09,023800,1,21,01
0936360,47,11,000000,2,22,02
0936360,47,00,,2,01,03
0936385,37,10,045000,1,47,01
0936385,37,07,010000,2,49,02
0936449,47,13,021000,1,50,01
0936449,47,14,042500,2,48,02
